# Solvent params for SGB 

# residue  PDBatomName radNpSGB radNpType SGBNpGamma  SGBNpType

metb _H3_  0.9960   0.8600   0.079817800  -1.129220000
metb _HA_  1.4250   1.2500   0.008394800   0.285390400
metb _HB2  1.4250   1.2500   0.008394800   0.285390400
metb _HB3  1.4250   1.2500   0.008394800   0.285390400
metb _HE1  1.4250   1.2500   0.008394800   0.285390400
metb _HE2  1.4250   1.2500   0.008394800   0.285390400
metb _HE3  1.4250   1.2500   0.008394800   0.285390400
metb _HG2  1.4250   1.2500   0.008394800   0.285390400
metb _HG3  1.4250   1.2500   0.008394800   0.285390400
metb _N__  2.1000   1.6250  -0.100907100   4.805719700
metb _O__  1.6780   1.4800   0.010478200   0.635855300
metb _SD_  2.0300   1.8000   0.036234600  -1.946073900
mete _CA_  1.9750   1.7500   0.000085900  -0.754493700
mete _CB_  1.9750   1.7500   0.000085900  -0.754493700
mete _CE_  1.9750   1.7500   0.000085900  -0.754493700
mete _CG_  1.9750   1.7500   0.000085900  -0.754493700
mete _C__  2.1120   1.8750  -0.026933700  -0.722204000
mete _HA_  1.4250   1.2500   0.008394800   0.285390400
mete _HB2  1.4250   1.2500   0.008394800   0.285390400
mete _HB3  1.4250   1.2500   0.008394800   0.285390400
mete _HE1  1.4250   1.2500   0.008394800   0.285390400
mete _HE2  1.4250   1.2500   0.008394800   0.285390400
mete _HE3  1.4250   1.2500   0.008394800   0.285390400
mete _HG2  1.4250   1.2500   0.008394800   0.285390400
mete _HG3  1.4250   1.2500   0.008394800   0.285390400
mete _H__  0.9960   0.8600   0.079817800  -1.129220000
mete _N__  1.9200   1.7000   0.168599800  -5.228863800
mete _OXT  1.6780   1.4800  -0.350477400  15.005156000
mete _O__  1.6780   1.4800  -0.350477400  15.005156000
mete _SD_  2.0300   1.8000   0.036234600  -1.946073900
metz _CA_  1.9750   1.7500   0.000085900  -0.754493700
metz _CB_  1.9750   1.7500   0.000085900  -0.754493700
metz _CE_  1.9750   1.7500   0.000085900  -0.754493700
metz _CG_  1.9750   1.7500   0.000085900  -0.754493700
metz _C__  2.1120   1.8750  -0.026933700  -0.722204000
metz _H1_  0.9960   0.8600   0.079817800  -1.129220000
metz _H2_  0.9960   0.8600   0.079817800  -1.129220000
metz _H3_  0.9960   0.8600   0.079817800  -1.129220000
metz _HA_  1.4250   1.2500   0.008394800   0.285390400
metz _HB2  1.4250   1.2500   0.008394800   0.285390400
metz _HB3  1.4250   1.2500   0.008394800   0.285390400
metz _HE1  1.4250   1.2500   0.008394800   0.285390400
metz _HE2  1.4250   1.2500   0.008394800   0.285390400
metz _HE3  1.4250   1.2500   0.008394800   0.285390400
metz _HG2  1.4250   1.2500   0.008394800   0.285390400
metz _HG3  1.4250   1.2500   0.008394800   0.285390400
metz _N__  2.1000   1.6250  -0.100907100   4.805719700
metz _OXT  1.6780   1.4800  -0.350477400  15.005156000
metz _O__  1.6780   1.4800  -0.350477400  15.005156000
metz _SD_  2.0300   1.8000   0.036234600  -1.946073900
nma  _CA_  1.9750   1.7500   0.000085900  -0.754493700
nma  _HA1  1.4250   1.2500   0.008394800   0.285390400
nma  _HA2  1.4250   1.2500   0.008394800   0.285390400
nma  _HA3  1.4250   1.2500   0.008394800   0.285390400
nma  _H__  0.9960   0.8600   0.079817800  -1.129220000
nma  _N__  1.9200   1.7000   0.168599800  -5.228863800
phe  _CA_  1.9750   1.7500   0.000085900  -0.754493700
phe  _CB_  1.9750   1.7500   0.000085900  -0.754493700
phe  _CD1  2.0020   1.7750  -0.026970600   0.118943300
phe  _CD2  2.0020   1.7750  -0.026970600   0.118943300
phe  _CE1  2.0020   1.7750  -0.026970600   0.118943300
phe  _CE2  2.0020   1.7750  -0.026970600   0.118943300
phe  _CG_  2.0020   1.7750  -0.026970600   0.118943300
phe  _CZ_  2.0020   1.7750  -0.026970600   0.118943300
phe  _C__  2.1120   1.8750  -0.026933700  -0.722204000
phe  _HA_  1.4250   1.2500   0.008394800   0.285390400
phe  _HB2  1.4250   1.2500   0.008394800   0.285390400
phe  _HB3  1.4250   1.2500   0.008394800   0.285390400
phe  _HD1  1.3810   1.2100   0.048476300  -0.590796200
phe  _HD2  1.3810   1.2100   0.048476300  -0.590796200
phe  _HE1  1.3810   1.2100   0.048476300  -0.590796200
phe  _HE2  1.3810   1.2100   0.048476300  -0.590796200
phe  _HZ_  1.3810   1.2100   0.048476300  -0.590796200
phe  _H__  0.9960   0.8600   0.079817800  -1.129220000
phe  _N__  1.9200   1.7000   0.168599800  -5.228863800
phe  _O__  1.6780   1.4800   0.010478200   0.635855300
pheb _CA_  1.9750   1.7500   0.000085900  -0.754493700
pheb _CB_  1.9750   1.7500   0.000085900  -0.754493700
pheb _CD1  2.0020   1.7750  -0.026970600   0.118943300
pheb _CD2  2.0020   1.7750  -0.026970600   0.118943300
pheb _CE1  2.0020   1.7750  -0.026970600   0.118943300
pheb _CE2  2.0020   1.7750  -0.026970600   0.118943300
pheb _CG_  2.0020   1.7750  -0.026970600   0.118943300
pheb _CZ_  2.0020   1.7750  -0.026970600   0.118943300
pheb _C__  2.1120   1.8750  -0.026933700  -0.722204000
pheb _H1_  0.9960   0.8600   0.079817800  -1.129220000
pheb _H2_  0.9960   0.8600   0.079817800  -1.129220000
pheb _H3_  0.9960   0.8600   0.079817800  -1.129220000
pheb _HA_  1.4250   1.2500   0.008394800   0.285390400
pheb _HB2  1.4250   1.2500   0.008394800   0.285390400
pheb _HB3  1.4250   1.2500   0.008394800   0.285390400
pheb _HD1  1.3810   1.2100   0.048476300  -0.590796200
pheb _HD2  1.3810   1.2100   0.048476300  -0.590796200
pheb _HE1  1.3810   1.2100   0.048476300  -0.590796200
pheb _HE2  1.3810   1.2100   0.048476300  -0.590796200
pheb _HZ_  1.3810   1.2100   0.048476300  -0.590796200
pheb _N__  2.1000   1.6250  -0.100907100   4.805719700
pheb _O__  1.6780   1.4800   0.010478200   0.635855300
phee _CA_  1.9750   1.7500   0.000085900  -0.754493700
phee _CB_  1.9750   1.7500   0.000085900  -0.754493700
phee _CD1  2.0020   1.7750  -0.026970600   0.118943300
phee _CD2  2.0020   1.7750  -0.026970600   0.118943300
phee _CE1  2.0020   1.7750  -0.026970600   0.118943300
phee _CE2  2.0020   1.7750  -0.026970600   0.118943300
phee _CG_  2.0020   1.7750  -0.026970600   0.118943300
phee _CZ_  2.0020   1.7750  -0.026970600   0.118943300
phee _C__  2.1120   1.8750  -0.026933700  -0.722204000
phee _HA_  1.4250   1.2500   0.008394800   0.285390400
phee _HB2  1.4250   1.2500   0.008394800   0.285390400
phee _HB3  1.4250   1.2500   0.008394800   0.285390400
phee _HD1  1.3810   1.2100   0.048476300  -0.590796200
phee _HD2  1.3810   1.2100   0.048476300  -0.590796200
phee _HE1  1.3810   1.2100   0.048476300  -0.590796200
phee _HE2  1.3810   1.2100   0.048476300  -0.590796200
phee _HZ_  1.3810   1.2100   0.048476300  -0.590796200
phee _H__  0.9960   0.8600   0.079817800  -1.129220000
phee _N__  1.9200   1.7000   0.168599800  -5.228863800
phee _OXT  1.6780   1.4800  -0.350477400  15.005156000
phee _O__  1.6780   1.4800  -0.350477400  15.005156000
phez _CA_  1.9750   1.7500   0.000085900  -0.754493700
phez _CB_  1.9750   1.7500   0.000085900  -0.754493700
phez _CD1  2.0020   1.7750  -0.026970600   0.118943300
phez _CD2  2.0020   1.7750  -0.026970600   0.118943300
phez _CE1  2.0020   1.7750  -0.026970600   0.118943300
phez _CE2  2.0020   1.7750  -0.026970600   0.118943300
phez _CG_  2.0020   1.7750  -0.026970600   0.118943300
phez _CZ_  2.0020   1.7750  -0.026970600   0.118943300
phez _C__  2.1120   1.8750  -0.026933700  -0.722204000
phez _H1_  0.9960   0.8600   0.079817800  -1.129220000
phez _H2_  0.9960   0.8600   0.079817800  -1.129220000
phez _H3_  0.9960   0.8600   0.079817800  -1.129220000
phez _HA_  1.4250   1.2500   0.008394800   0.285390400
phez _HB2  1.4250   1.2500   0.008394800   0.285390400
phez _HB3  1.4250   1.2500   0.008394800   0.285390400
phez _HD1  1.3810   1.2100   0.048476300  -0.590796200
phez _HD2  1.3810   1.2100   0.048476300  -0.590796200
phez _HE1  1.3810   1.2100   0.048476300  -0.590796200
phez _HE2  1.3810   1.2100   0.048476300  -0.590796200
phez _HZ_  1.3810   1.2100   0.048476300  -0.590796200
phez _N__  2.1000   1.6250  -0.100907100   4.805719700
phez _OXT  1.6780   1.4800  -0.350477400  15.005156000
phez _O__  1.6780   1.4800  -0.350477400  15.005156000
pro  _CA_  1.9750   1.7500   0.000085900  -0.754493700
pro  _CB_  1.9750   1.7500   0.000085900  -0.754493700
pro  _CD_  1.9750   1.7500   0.000085900  -0.754493700
pro  _CG_  1.9750   1.7500   0.000085900  -0.754493700
pro  _C__  2.1120   1.8750  -0.026933700  -0.722204000
pro  _HA_  1.4250   1.2500   0.008394800   0.285390400
pro  _HB2  1.4250   1.2500   0.008394800   0.285390400
pro  _HB3  1.4250   1.2500   0.008394800   0.285390400
pro  _HD2  1.4250   1.2500   0.008394800   0.285390400
pro  _HD3  1.4250   1.2500   0.008394800   0.285390400
pro  _HG2  1.4250   1.2500   0.008394800   0.285390400
pro  _HG3  1.4250   1.2500   0.008394800   0.285390400
pro  _N__  1.9200   1.7000   0.168599800  -5.228863800
pro  _O__  1.6780   1.4800   0.010478200   0.635855300
prob _CA_  1.9750   1.7500   0.000085900  -0.754493700
prob _CB_  1.9750   1.7500   0.000085900  -0.754493700
prob _CD_  1.9750   1.7500   0.000085900  -0.754493700
prob _CG_  1.9750   1.7500   0.000085900  -0.754493700
prob _C__  2.1120   1.8750  -0.026933700  -0.722204000
prob _H1_  0.9960   0.8600   0.079817800  -1.129220000
prob _H2_  0.9960   0.8600   0.079817800  -1.129220000
prob _HA_  1.4250   1.2500   0.008394800   0.285390400
prob _HB2  1.4250   1.2500   0.008394800   0.285390400
prob _HB3  1.4250   1.2500   0.008394800   0.285390400
prob _HD2  1.4250   1.2500   0.008394800   0.285390400
prob _HD3  1.4250   1.2500   0.008394800   0.285390400
prob _HG2  1.4250   1.2500   0.008394800   0.285390400
prob _HG3  1.4250   1.2500   0.008394800   0.285390400
prob _N__  2.1000   1.6250  -0.100907100   4.805719700
prob _O__  1.6780   1.4800   0.010478200   0.635855300
proe _CA_  1.9750   1.7500   0.000085900  -0.754493700
proe _CB_  1.9750   1.7500   0.000085900  -0.754493700
proe _CD_  1.9750   1.7500   0.000085900  -0.754493700
proe _CG_  1.9750   1.7500   0.000085900  -0.754493700
proe _C__  2.1120   1.8750  -0.026933700  -0.722204000
proe _HA_  1.4250   1.2500   0.008394800   0.285390400
proe _HB2  1.4250   1.2500   0.008394800   0.285390400
proe _HB3  1.4250   1.2500   0.008394800   0.285390400
proe _HD2  1.4250   1.2500   0.008394800   0.285390400
proe _HD3  1.4250   1.2500   0.008394800   0.285390400
proe _HG2  1.4250   1.2500   0.008394800   0.285390400
proe _HG3  1.4250   1.2500   0.008394800   0.285390400
proe _N__  1.9200   1.7000   0.168599800  -5.228863800
proe _OXT  1.6780   1.4800  -0.350477400  15.005156000
proe _O__  1.6780   1.4800  -0.350477400  15.005156000
proz _CA_  1.9750   1.7500   0.000085900  -0.754493700
proz _CB_  1.9750   1.7500   0.000085900  -0.754493700
proz _CD_  1.9750   1.7500   0.000085900  -0.754493700
proz _CG_  1.9750   1.7500   0.000085900  -0.754493700
proz _C__  2.1120   1.8750  -0.026933700  -0.722204000
proz _H1_  0.9960   0.8600   0.079817800  -1.129220000
proz _H2_  0.9960   0.8600   0.079817800  -1.129220000
proz _HA_  1.4250   1.2500   0.008394800   0.285390400
proz _HB2  1.4250   1.2500   0.008394800   0.285390400
proz _HB3  1.4250   1.2500   0.008394800   0.285390400
proz _HD2  1.4250   1.2500   0.008394800   0.285390400
proz _HD3  1.4250   1.2500   0.008394800   0.285390400
proz _HG2  1.4250   1.2500   0.008394800   0.285390400
proz _HG3  1.4250   1.2500   0.008394800   0.285390400
proz _N__  2.1000   1.6250  -0.100907100   4.805719700
proz _OXT  1.6780   1.4800  -0.350477400  15.005156000
proz _O__  1.6780   1.4800  -0.350477400  15.005156000
ser  _CA_  1.9750   1.7500   0.000085900  -0.754493700
ser  _CB_  1.9750   1.7500   0.000085900  -0.754493700
ser  _C__  2.1120   1.8750  -0.026933700  -0.722204000
ser  _HA_  1.4250   1.2500   0.008394800   0.285390400
ser  _HB2  1.4250   1.2500   0.008394800   0.285390400
ser  _HB3  1.4250   1.2500   0.008394800   0.285390400
ser  _HG_  0.9960   0.8600   0.079817800  -1.129220000
ser  _H__  0.9960   0.8600   0.079817800  -1.129220000
ser  _N__  1.9200   1.7000   0.168599800  -5.228863800
ser  _OG_  1.7660   1.5600   0.009360800   0.302472000
ser  _O__  1.6780   1.4800   0.010478200   0.635855300
serb _CA_  1.9750   1.7500   0.000085900  -0.754493700
serb _CB_  1.9750   1.7500   0.000085900  -0.754493700
serb _C__  2.1120   1.8750  -0.026933700  -0.722204000
serb _H1_  0.9960   0.8600   0.079817800  -1.129220000
serb _H2_  0.9960   0.8600   0.079817800  -1.129220000
serb _H3_  0.9960   0.8600   0.079817800  -1.129220000
serb _HA_  1.4250   1.2500   0.008394800   0.285390400
serb _HB2  1.4250   1.2500   0.008394800   0.285390400
serb _HB3  1.4250   1.2500   0.008394800   0.285390400
serb _HG_  0.9960   0.8600   0.079817800  -1.129220000
serb _N__  2.1000   1.6250  -0.100907100   4.805719700
serb _OG_  1.7660   1.5600   0.009360800   0.302472000
serb _O__  1.6780   1.4800   0.010478200   0.635855300
sere _CA_  1.9750   1.7500   0.000085900  -0.754493700
sere _CB_  1.9750   1.7500   0.000085900  -0.754493700
sere _C__  2.1120   1.8750  -0.026933700  -0.722204000
sere _HA_  1.4250   1.2500   0.008394800   0.285390400
sere _HB2  1.4250   1.2500   0.008394800   0.285390400
sere _HB3  1.4250   1.2500   0.008394800   0.285390400
sere _HG_  0.9960   0.8600   0.079817800  -1.129220000
sere _H__  0.9960   0.8600   0.079817800  -1.129220000
sere _N__  1.9200   1.7000   0.168599800  -5.228863800
sere _OG_  1.7660   1.5600   0.009360800   0.302472000
sere _OXT  1.6780   1.4800  -0.350477400  15.005156000
sere _O__  1.6780   1.4800  -0.350477400  15.005156000
serz _CA_  1.9750   1.7500   0.000085900  -0.754493700
serz _CB_  1.9750   1.7500   0.000085900  -0.754493700
serz _C__  2.1120   1.8750  -0.026933700  -0.722204000
serz _H1_  0.9960   0.8600   0.079817800  -1.129220000
serz _H2_  0.9960   0.8600   0.079817800  -1.129220000
serz _H3_  0.9960   0.8600   0.079817800  -1.129220000
serz _HA_  1.4250   1.2500   0.008394800   0.285390400
serz _HB2  1.4250   1.2500   0.008394800   0.285390400
serz _HB3  1.4250   1.2500   0.008394800   0.285390400
serz _HG_  0.9960   0.8600   0.079817800  -1.129220000
serz _N__  2.1000   1.6250  -0.100907100   4.805719700
serz _OG_  1.7660   1.5600   0.009360800   0.302472000
serz _OXT  1.6780   1.4800  -0.350477400  15.005156000
serz _O__  1.6780   1.4800  -0.350477400  15.005156000
thr  HG21  1.4250   1.2500   0.008394800   0.285390400
thr  HG22  1.4250   1.2500   0.008394800   0.285390400
thr  HG23  1.4250   1.2500   0.008394800   0.285390400
thr  _CA_  1.9750   1.7500   0.000085900  -0.754493700
thr  _CB_  1.9750   1.7500   0.000085900  -0.754493700
thr  _CG2  1.9750   1.7500   0.000085900  -0.754493700
thr  _C__  2.1120   1.8750  -0.026933700  -0.722204000
thr  _HA_  1.4250   1.2500   0.008394800   0.285390400
thr  _HB_  1.4250   1.2500   0.008394800   0.285390400
thr  _HG1  0.9960   0.8600   0.079817800  -1.129220000
thr  _H__  0.9960   0.8600   0.079817800  -1.129220000
thr  _N__  1.9200   1.7000   0.168599800  -5.228863800
thr  _OG1  1.7660   1.5600   0.009360800   0.302472000
thr  _O__  1.6780   1.4800   0.010478200   0.635855300
thrb HG21  1.4250   1.2500   0.008394800   0.285390400
thrb HG22  1.4250   1.2500   0.008394800   0.285390400
thrb HG23  1.4250   1.2500   0.008394800   0.285390400
thrb _CA_  1.9750   1.7500   0.000085900  -0.754493700
thrb _CB_  1.9750   1.7500   0.000085900  -0.754493700
thrb _CG2  1.9750   1.7500   0.000085900  -0.754493700
thrb _C__  2.1120   1.8750  -0.026933700  -0.722204000
thrb _H1_  0.9960   0.8600   0.079817800  -1.129220000
thrb _H2_  0.9960   0.8600   0.079817800  -1.129220000
thrb _H3_  0.9960   0.8600   0.079817800  -1.129220000
thrb _HA_  1.4250   1.2500   0.008394800   0.285390400
thrb _HB_  1.4250   1.2500   0.008394800   0.285390400
thrb _HG1  0.9960   0.8600   0.079817800  -1.129220000
thrb _N__  2.1000   1.6250  -0.100907100   4.805719700
thrb _OG1  1.7660   1.5600   0.009360800   0.302472000
thrb _O__  1.6780   1.4800   0.010478200   0.635855300
thre HG21  1.4250   1.2500   0.008394800   0.285390400
thre HG22  1.4250   1.2500   0.008394800   0.285390400
thre HG23  1.4250   1.2500   0.008394800   0.285390400
thre _CA_  1.9750   1.7500   0.000085900  -0.754493700
thre _CB_  1.9750   1.7500   0.000085900  -0.754493700
thre _CG2  1.9750   1.7500   0.000085900  -0.754493700
thre _C__  2.1120   1.8750  -0.026933700  -0.722204000
thre _HA_  1.4250   1.2500   0.008394800   0.285390400
thre _HB_  1.4250   1.2500   0.008394800   0.285390400
thre _HG1  0.9960   0.8600   0.079817800  -1.129220000
thre _H__  0.9960   0.8600   0.079817800  -1.129220000
thre _N__  1.9200   1.7000   0.168599800  -5.228863800
thre _OG1  1.7660   1.5600   0.009360800   0.302472000
thre _OXT  1.6780   1.4800  -0.350477400  15.005156000
thre _O__  1.6780   1.4800  -0.350477400  15.005156000
thrz HG21  1.4250   1.2500   0.008394800   0.285390400
thrz HG22  1.4250   1.2500   0.008394800   0.285390400
thrz HG23  1.4250   1.2500   0.008394800   0.285390400
thrz _CA_  1.9750   1.7500   0.000085900  -0.754493700
thrz _CB_  1.9750   1.7500   0.000085900  -0.754493700
thrz _CG2  1.9750   1.7500   0.000085900  -0.754493700
thrz _C__  2.1120   1.8750  -0.026933700  -0.722204000
thrz _H1_  0.9960   0.8600   0.079817800  -1.129220000
thrz _H2_  0.9960   0.8600   0.079817800  -1.129220000
thrz _H3_  0.9960   0.8600   0.079817800  -1.129220000
thrz _HA_  1.4250   1.2500   0.008394800   0.285390400
thrz _HB_  1.4250   1.2500   0.008394800   0.285390400
thrz _HG1  0.9960   0.8600   0.079817800  -1.129220000
thrz _N__  2.1000   1.6250  -0.100907100   4.805719700
thrz _OG1  1.7660   1.5600   0.009360800   0.302472000
thrz _OXT  1.6780   1.4800  -0.350477400  15.005156000
thrz _O__  1.6780   1.4800  -0.350477400  15.005156000
trp  _CA_  1.9750   1.7500   0.000085900  -0.754493700
trp  _CB_  1.9750   1.7500   0.000085900  -0.754493700
trp  _CD1  2.0020   1.7750  -0.026970600   0.118943300
trp  _CD2  2.0020   1.7750  -0.026970600   0.118943300
trp  _CE2  2.0020   1.7750  -0.026970600   0.118943300
trp  _CE3  2.0020   1.7750  -0.026970600   0.118943300
trp  _CG_  2.0020   1.7750  -0.026970600   0.118943300
trp  _CH2  2.0020   1.7750  -0.026970600   0.118943300
trp  _CZ2  2.0020   1.7750  -0.026970600   0.118943300
trp  _CZ3  2.0020   1.7750  -0.026970600   0.118943300
trp  _C__  2.1120   1.8750  -0.026933700  -0.722204000
trp  _HA_  1.4250   1.2500   0.008394800   0.285390400
trp  _HB2  1.4250   1.2500   0.008394800   0.285390400
trp  _HB3  1.4250   1.2500   0.008394800   0.285390400
trp  _HD1  1.3810   1.2100   0.048476300  -0.590796200
trp  _HE1  0.9960   0.8600   0.079817800  -1.129220000
trp  _HE3  1.3810   1.2100   0.048476300  -0.590796200
trp  _HH2  1.3810   1.2100   0.048476300  -0.590796200
trp  _HZ2  1.3810   1.2100   0.048476300  -0.590796200
trp  _HZ3  1.3810   1.2100   0.048476300  -0.590796200
trp  _H__  0.9960   0.8600   0.079817800  -1.129220000
trp  _NE1  1.8380   1.6250  -0.098957700   1.177961700
trp  _N__  1.9200   1.7000   0.168599800  -5.228863800
trp  _O__  1.6780   1.4800   0.010478200   0.635855300
trpb _CA_  1.9750   1.7500   0.000085900  -0.754493700
trpb _CB_  1.9750   1.7500   0.000085900  -0.754493700
trpb _CD1  2.0020   1.7750  -0.026970600   0.118943300
trpb _CD2  2.0020   1.7750  -0.026970600   0.118943300
trpb _CE2  2.0020   1.7750  -0.026970600   0.118943300
trpb _CE3  2.0020   1.7750  -0.026970600   0.118943300
trpb _CG_  2.0020   1.7750  -0.026970600   0.118943300
trpb _CH2  2.0020   1.7750  -0.026970600   0.118943300
trpb _CZ2  2.0020   1.7750  -0.026970600   0.118943300
trpb _CZ3  2.0020   1.7750  -0.026970600   0.118943300
trpb _C__  2.1120   1.8750  -0.026933700  -0.722204000
trpb _H1_  0.9960   0.8600   0.079817800  -1.129220000
trpb _H2_  0.9960   0.8600   0.079817800  -1.129220000
trpb _H3_  0.9960   0.8600   0.079817800  -1.129220000
trpb _HA_  1.4250   1.2500   0.008394800   0.285390400
trpb _HB2  1.4250   1.2500   0.008394800   0.285390400
trpb _HB3  1.4250   1.2500   0.008394800   0.285390400
trpb _HD1  1.3810   1.2100   0.048476300  -0.590796200
trpb _HE1  0.9960   0.8600   0.079817800  -1.129220000
trpb _HE3  1.3810   1.2100   0.048476300  -0.590796200
trpb _HH2  1.3810   1.2100   0.048476300  -0.590796200
trpb _HZ2  1.3810   1.2100   0.048476300  -0.590796200
trpb _HZ3  1.3810   1.2100   0.048476300  -0.590796200
trpb _NE1  1.8380   1.6250  -0.098957700   1.177961700
trpb _N__  2.1000   1.6250  -0.100907100   4.805719700
trpb _O__  1.6780   1.4800   0.010478200   0.635855300
trpe _CA_  1.9750   1.7500   0.000085900  -0.754493700
trpe _CB_  1.9750   1.7500   0.000085900  -0.754493700
trpe _CD1  2.0020   1.7750  -0.026970600   0.118943300
trpe _CD2  2.0020   1.7750  -0.026970600   0.118943300
trpe _CE2  2.0020   1.7750  -0.026970600   0.118943300
trpe _CE3  2.0020   1.7750  -0.026970600   0.118943300
trpe _CG_  2.0020   1.7750  -0.026970600   0.118943300
trpe _CH2  2.0020   1.7750  -0.026970600   0.118943300
trpe _CZ2  2.0020   1.7750  -0.026970600   0.118943300
trpe _CZ3  2.0020   1.7750  -0.026970600   0.118943300
trpe _C__  2.1120   1.8750  -0.026933700  -0.722204000
trpe _HA_  1.4250   1.2500   0.008394800   0.285390400
trpe _HB2  1.4250   1.2500   0.008394800   0.285390400
trpe _HB3  1.4250   1.2500   0.008394800   0.285390400
trpe _HD1  1.3810   1.2100   0.048476300  -0.590796200
trpe _HE1  0.9960   0.8600   0.079817800  -1.129220000
trpe _HE3  1.3810   1.2100   0.048476300  -0.590796200
trpe _HH2  1.3810   1.2100   0.048476300  -0.590796200
trpe _HZ2  1.3810   1.2100   0.048476300  -0.590796200
trpe _HZ3  1.3810   1.2100   0.048476300  -0.590796200
trpe _H__  0.9960   0.8600   0.079817800  -1.129220000
trpe _NE1  1.8380   1.6250  -0.098957700   1.177961700
trpe _N__  1.9200   1.7000   0.168599800  -5.228863800
trpe _OXT  1.6780   1.4800  -0.350477400  15.005156000
trpe _O__  1.6780   1.4800  -0.350477400  15.005156000
trpz _CA_  1.9750   1.7500   0.000085900  -0.754493700
trpz _CB_  1.9750   1.7500   0.000085900  -0.754493700
trpz _CD1  2.0020   1.7750  -0.026970600   0.118943300
trpz _CD2  2.0020   1.7750  -0.026970600   0.118943300
trpz _CE2  2.0020   1.7750  -0.026970600   0.118943300
trpz _CE3  2.0020   1.7750  -0.026970600   0.118943300
trpz _CG_  2.0025   1.7750  -0.026970600   0.118943300
trpz _CH2  2.0020   1.7750  -0.026970600   0.118943300
trpz _CZ2  2.0020   1.7750  -0.026970600   0.118943300
trpz _CZ3  2.0020   1.7750  -0.026970600   0.118943300
trpz _C__  2.1120   1.8750  -0.026933700  -0.722204000
trpz _H1_  0.9960   0.8600   0.079817800  -1.129220000
trpz _H2_  0.9960   0.8600   0.079817800  -1.129220000
trpz _H3_  0.9960   0.8600   0.079817800  -1.129220000
trpz _HA_  1.4250   1.2500   0.008394800   0.285390400
trpz _HB2  1.4250   1.2500   0.008394800   0.285390400
trpz _HB3  1.4250   1.2500   0.008394800   0.285390400
trpz _HD1  1.3810   1.2100   0.048476300  -0.590796200
trpz _HE1  0.9960   0.8600   0.079817800  -1.129220000
trpz _HE3  1.3810   1.2100   0.048476300  -0.590796200
trpz _HH2  1.3810   1.2100   0.048476300  -0.590796200
trpz _HZ2  1.3810   1.2100   0.048476300  -0.590796200
trpz _HZ3  1.3810   1.2100   0.048476300  -0.590796200
trpz _NE1  1.8380   1.6250  -0.098957700   1.177961700
trpz _N__  2.1000   1.6250  -0.100907100   4.805719700
trpz _OXT  1.6780   1.4800  -0.350477400  15.005156000
trpz _O__  1.6780   1.4800  -0.350477400  15.005156000
tyr  _CA_  1.9750   1.7500   0.000085900  -0.754493700
tyr  _CB_  1.9750   1.7500   0.000085900  -0.754493700
tyr  _CD1  2.0020   1.7750  -0.026970600   0.118943300
tyr  _CD2  2.0020   1.7750  -0.026970600   0.118943300
tyr  _CE1  2.0020   1.7750  -0.026970600   0.118943300
tyr  _CE2  2.0020   1.7750  -0.026970600   0.118943300
tyr  _CG_  2.0020   1.7750  -0.026970600   0.118943300
tyr  _CZ_  2.0020   1.7750  -0.026970600   0.118943300
tyr  _C__  2.1120   1.8750  -0.026933700  -0.722204000
tyr  _HA_  1.4250   1.2500   0.008394800   0.285390400
tyr  _HB2  1.4250   1.2500   0.008394800   0.285390400
tyr  _HB3  1.4250   1.2500   0.008394800   0.285390400
tyr  _HD1  1.3810   1.2100   0.048476300  -0.590796200
tyr  _HD2  1.3810   1.2100   0.048476300  -0.590796200
tyr  _HE1  1.3810   1.2100   0.048476300  -0.590796200
tyr  _HE2  1.3810   1.2100   0.048476300  -0.590796200
tyr  _HH_  0.9960   0.8600   0.079817800  -1.129220000
tyr  _H__  0.9960   0.8600   0.079817800  -1.129220000
tyr  _N__  1.9200   1.7000   0.168599800  -5.228863800
tyr  _OH_  1.7390   1.5350   0.009360800   0.302472000
tyr  _O__  1.6780   1.4800   0.010478200   0.635855300
tyrb _CA_  1.9750   1.7500   0.000085900  -0.754493700
tyrb _CB_  1.9750   1.7500   0.000085900  -0.754493700
tyrb _CD1  2.0020   1.7750  -0.026970600   0.118943300
tyrb _CD2  2.0020   1.7750  -0.026970600   0.118943300
tyrb _CE1  2.0020   1.7750  -0.026970600   0.118943300
tyrb _CE2  2.0020   1.7750  -0.026970600   0.118943300
tyrb _CG_  2.0020   1.7750  -0.026970600   0.118943300
tyrb _CZ_  2.0020   1.7750  -0.026970600   0.118943300
tyrb _C__  2.1120   1.8750  -0.026933700  -0.722204000
tyrb _H1_  0.9960   0.8600   0.079817800  -1.129220000
tyrb _H2_  0.9960   0.8600   0.079817800  -1.129220000
tyrb _H3_  0.9960   0.8600   0.079817800  -1.129220000
tyrb _HA_  1.4250   1.2500   0.008394800   0.285390400
tyrb _HB2  1.4250   1.2500   0.008394800   0.285390400
tyrb _HB3  1.4250   1.2500   0.008394800   0.285390400
tyrb _HD1  1.3810   1.2100   0.048476300  -0.590796200
tyrb _HD2  1.3810   1.2100   0.048476300  -0.590796200
tyrb _HE1  1.3810   1.2100   0.048476300  -0.590796200
tyrb _HE2  1.3810   1.2100   0.048476300  -0.590796200
tyrb _HH_  0.9960   0.8600   0.079817800  -1.129220000
tyrb _N__  2.1000   1.6250  -0.100907100   4.805719700
tyrb _OH_  1.7660   1.5600   0.009360800   0.302472000
